Date,Open,High,Low,Close,Adj Close,Volume
1981-01-22,0.146763,0.147879,0.146763,0.146763,0.115574,35548800
1981-01-23,0.146763,0.147321,0.146205,0.146205,0.115135,11222400
1981-01-26,0.144531,0.144531,0.143973,0.143973,0.113377,24640000
1981-01-27,0.143973,0.143973,0.142857,0.142857,0.112498,23699200
1981-01-28,0.138951,0.138951,0.138393,0.138393,0.108983,28156800
1981-01-29,0.133929,0.133929,0.133371,0.133371,0.105028,43904000
1981-01-30,0.127232,0.127232,0.126116,0.126116,0.099315,46188800
1981-02-02,0.119420,0.119420,0.118862,0.118862,0.093603,23766400
1981-02-03,0.123326,0.123884,0.123326,0.123326,0.097118,19152000
1981-02-04,0.127790,0.128348,0.127790,0.127790,0.100633,27865600
1981-02-05,0.127790,0.128906,0.127790,0.127790,0.100633,7929600
1981-02-06,0.128348,0.128906,0.128348,0.128348,0.101073,13865600
1981-02-09,0.122768,0.122768,0.121652,0.121652,0.095800,16755200
1981-02-10,0.121652,0.122210,0.121652,0.121652,0.095800,18345600
1981-02-11,0.118304,0.118304,0.117746,0.117746,0.092724,13843200
1981-02-12,0.117188,0.117188,0.116629,0.116629,0.091844,14560000
1981-02-13,0.114955,0.114955,0.113839,0.113839,0.089647,11155200
1981-02-17,0.116629,0.117188,0.116629,0.116629,0.091844,12275200
1981-02-18,0.121652,0.122768,0.121652,0.121652,0.095800,19241600
1981-02-19,0.114955,0.114955,0.114397,0.114397,0.090086,22310400
1981-02-20,0.108817,0.108817,0.108259,0.108259,0.085253,24371200
1981-02-23,0.109933,0.110491,0.109933,0.109933,0.086571,14112000
1981-02-24,0.107143,0.107143,0.106027,0.106027,0.083495,16979200
1981-02-25,0.112723,0.113281,0.112723,0.112723,0.088768,19488000
1981-02-26,0.114397,0.114955,0.114397,0.114397,0.090086,10841600
1981-02-27,0.118304,0.119420,0.118304,0.118304,0.093163,14761600
1981-03-02,0.118862,0.119420,0.118862,0.118862,0.093603,11760000
1981-03-03,0.117746,0.117746,0.117188,0.117188,0.092284,16172800
1981-03-04,0.116629,0.116629,0.116071,0.116071,0.091405,13708800
1981-03-05,0.116071,0.116071,0.115513,0.115513,0.090965,5376000
1981-03-06,0.115513,0.115513,0.114397,0.114397,0.090086,11603200
1981-03-09,0.106027,0.106027,0.105469,0.105469,0.083056,15321600
1981-03-10,0.101004,0.101004,0.100446,0.100446,0.079100,28380800
1981-03-11,0.097656,0.097656,0.096540,0.096540,0.076024,29859200
1981-03-12,0.100446,0.101004,0.100446,0.100446,0.079100,59248000
1981-03-13,0.099888,0.099888,0.099330,0.099330,0.078221,231302400
1981-03-16,0.103237,0.104353,0.103237,0.103237,0.081298,37228800
1981-03-17,0.108259,0.109375,0.108259,0.108259,0.085253,43747200
1981-03-18,0.114955,0.116071,0.114955,0.114955,0.090526,36937600
1981-03-19,0.114397,0.114397,0.113839,0.113839,0.089647,37811200
1981-03-20,0.114955,0.116071,0.114955,0.114955,0.090526,14604800
1981-03-23,0.119420,0.120536,0.119420,0.119420,0.094042,22019200
1981-03-24,0.119420,0.119420,0.118862,0.118862,0.093603,28156800
1981-03-25,0.117746,0.117746,0.116629,0.116629,0.091844,7056000
1981-03-26,0.114955,0.114955,0.114397,0.114397,0.090086,12275200
1981-03-27,0.111049,0.111049,0.110491,0.110491,0.087011,12252800
1981-03-30,0.110491,0.111607,0.110491,0.110491,0.087011,9900800
1981-03-31,0.110491,0.110491,0.109375,0.109375,0.086132,15993600
1981-04-01,0.108817,0.108817,0.108259,0.108259,0.085253,34070400
1981-04-02,0.117746,0.118304,0.117746,0.117746,0.092724,31404800
1981-04-03,0.118304,0.118862,0.118304,0.118304,0.093163,16486400
1981-04-06,0.116629,0.116629,0.116071,0.116071,0.091405,22803200
1981-04-07,0.115513,0.115513,0.114955,0.114955,0.090526,10684800
1981-04-08,0.120536,0.121652,0.120536,0.120536,0.094921,21952000
1981-04-09,0.122768,0.123326,0.122768,0.122768,0.096679,12499200
1981-04-10,0.124442,0.125000,0.124442,0.124442,0.097997,33465600
1981-04-13,0.124442,0.125000,0.124442,0.124442,0.097997,16060800
1981-04-14,0.124442,0.125000,0.124442,0.124442,0.097997,6652800
1981-04-15,0.118862,0.118862,0.118304,0.118304,0.093163,34048000
1981-04-16,0.112165,0.112165,0.111607,0.111607,0.087889,23878400
1981-04-20,0.114955,0.115513,0.114955,0.114955,0.090526,35347200
1981-04-21,0.122768,0.123326,0.122768,0.122768,0.096679,28537600
1981-04-22,0.127232,0.127790,0.127232,0.127232,0.100194,18995200
1981-04-23,0.130580,0.131138,0.130580,0.130580,0.102830,58016000
1981-04-24,0.130580,0.130580,0.129464,0.129464,0.101952,35056000
1981-04-27,0.128906,0.128906,0.128348,0.128348,0.101073,38528000
1981-04-28,0.126674,0.126674,0.126116,0.126116,0.099315,32188800
1981-04-29,0.125000,0.125000,0.124442,0.124442,0.097997,13641600
1981-04-30,0.126674,0.127790,0.126674,0.126674,0.099754,12611200
1981-05-01,0.126674,0.127790,0.126674,0.126674,0.099754,16553600
1981-05-04,0.126674,0.126674,0.126116,0.126116,0.099315,14448000
1981-05-05,0.126116,0.126116,0.125558,0.125558,0.098876,17539200
1981-05-06,0.122768,0.122768,0.122210,0.122210,0.096239,18950400
1981-05-07,0.123884,0.124442,0.123884,0.123884,0.097557,9363200
1981-05-08,0.125000,0.125558,0.125000,0.125000,0.098436,7907200
1981-05-11,0.122768,0.122768,0.122210,0.122210,0.096239,11939200
1981-05-12,0.122210,0.123884,0.122210,0.122210,0.096239,4256000
1981-05-13,0.122210,0.123326,0.121652,0.121652,0.095800,4905600
1981-05-14,0.121094,0.121094,0.119978,0.119978,0.094481,4928000
1981-05-15,0.122768,0.124442,0.122768,0.122768,0.096679,4905600
1981-05-18,0.125000,0.126116,0.125000,0.125000,0.098436,4166400
1981-05-19,0.123326,0.123326,0.122768,0.122768,0.096679,25424000
1981-05-20,0.126674,0.127790,0.126674,0.126674,0.099754,13283200
1981-05-21,0.133929,0.134487,0.133929,0.133929,0.105468,32211200
1981-05-22,0.140067,0.141183,0.140067,0.140067,0.110301,31427200
1981-05-26,0.140067,0.140067,0.139509,0.139509,0.109862,85344000
1981-05-27,0.147321,0.147879,0.147321,0.147321,0.116014,149497600
1981-05-28,0.147321,0.147879,0.147321,0.147321,0.116014,73987200
1981-05-29,0.147879,0.148438,0.147879,0.147879,0.116453,59382400
1981-06-01,0.147879,0.148438,0.147879,0.147879,0.116453,51251200
1981-06-02,0.141183,0.141183,0.140625,0.140625,0.110741,40432000
1981-06-03,0.140625,0.141741,0.140625,0.140625,0.110741,39446400
1981-06-04,0.143415,0.143973,0.143415,0.143415,0.112938,56067200
1981-06-05,0.141741,0.141741,0.141183,0.141183,0.111180,57680000
1981-06-08,0.136719,0.136719,0.136161,0.136161,0.107225,93497600
1981-06-09,0.138951,0.139509,0.138951,0.138951,0.109422,119593600
1981-06-10,0.140625,0.142299,0.140625,0.140625,0.110741,25222400
1981-06-11,0.146763,0.147321,0.146763,0.146763,0.115574,38976000
1981-06-12,0.145647,0.145647,0.145089,0.145089,0.114256,25804800
1981-06-15,0.145089,0.145089,0.144531,0.144531,0.113817,143763200
1981-06-16,0.142299,0.142299,0.141741,0.141741,0.111620,37251200
1981-06-17,0.140067,0.140067,0.139509,0.139509,0.109862,27574400
1981-06-18,0.139509,0.140067,0.138951,0.138951,0.109422,23049600
1981-06-19,0.135603,0.135603,0.135045,0.135045,0.106347,27507200
1981-06-22,0.130580,0.130580,0.130022,0.130022,0.102391,10841600
1981-06-23,0.132254,0.133371,0.132254,0.132254,0.104149,15030400
1981-06-24,0.130022,0.130022,0.128906,0.128906,0.101512,23027200
1981-06-25,0.131696,0.132254,0.131696,0.131696,0.103709,24259200
1981-06-26,0.131138,0.131138,0.130022,0.130022,0.102391,23788800
1981-06-29,0.126674,0.126674,0.125558,0.125558,0.098876,10595200
1981-06-30,0.116629,0.116629,0.116071,0.116071,0.091405,35907200
1981-07-01,0.115513,0.115513,0.114955,0.114955,0.090526,170464000
1981-07-02,0.114955,0.115513,0.114955,0.114955,0.090526,30284800
1981-07-06,0.112165,0.112165,0.111049,0.111049,0.087450,16531200
1981-07-07,0.112165,0.113281,0.112165,0.112165,0.088329,15836800
1981-07-08,0.116629,0.117188,0.116629,0.116629,0.091844,16620800
1981-07-09,0.108259,0.108259,0.107701,0.107701,0.084813,32883200
1981-07-10,0.099888,0.099888,0.099330,0.099330,0.078221,55171200
1981-07-13,0.101563,0.102121,0.101563,0.101563,0.079980,45740800
1981-07-14,0.106027,0.107143,0.106027,0.106027,0.083495,19779200
1981-07-15,0.108817,0.109375,0.108817,0.108817,0.085692,10953600
1981-07-16,0.111607,0.112723,0.111607,0.111607,0.087889,15232000
1981-07-17,0.115513,0.116071,0.115513,0.115513,0.090965,19824000
1981-07-20,0.108259,0.108259,0.107701,0.107701,0.084813,23654400
1981-07-21,0.107701,0.107701,0.107143,0.107143,0.084374,31942400
1981-07-22,0.102121,0.102121,0.101004,0.101004,0.079540,22668800
1981-07-23,0.103795,0.104353,0.103795,0.103795,0.081737,34451200
1981-07-24,0.107143,0.107701,0.107143,0.107143,0.084374,28851200
1981-07-27,0.111607,0.112165,0.111607,0.111607,0.087889,17337600
1981-07-28,0.108259,0.108259,0.107701,0.107701,0.084813,22848000
1981-07-29,0.106585,0.106585,0.106027,0.106027,0.083495,15500800
1981-07-30,0.109933,0.111049,0.109933,0.109933,0.086571,9900800
1981-07-31,0.111607,0.112165,0.111607,0.111607,0.087889,10953600
1981-08-03,0.111607,0.111607,0.110491,0.110491,0.087011,12432000
1981-08-04,0.112165,0.112723,0.112165,0.112165,0.088329,31673600
1981-08-05,0.115513,0.116071,0.115513,0.115513,0.090965,17494400
1981-08-06,0.113281,0.113281,0.112723,0.112723,0.088768,10528000
1981-08-07,0.112723,0.113281,0.112723,0.112723,0.088768,9206400
1981-08-10,null,null,null,null,null,null
1981-08-11,0.110491,0.110491,0.109375,0.109375,0.086132,71456000
1981-08-12,0.107701,0.107701,0.107143,0.107143,0.084374,26275200
1981-08-13,0.104353,0.104353,0.103795,0.103795,0.081737,27484800
1981-08-14,0.103237,0.103237,0.102121,0.102121,0.080419,24192000
1981-08-17,0.099888,0.099888,0.098772,0.098772,0.077782,18905600
1981-08-18,0.097656,0.097656,0.096540,0.096540,0.076024,17001600
1981-08-19,0.096540,0.096540,0.095424,0.095424,0.075145,20675200
1981-08-20,0.096540,0.097098,0.096540,0.096540,0.076024,17113600
1981-08-21,0.090960,0.090960,0.089844,0.089844,0.070751,41910400
1981-08-24,0.084821,0.084821,0.084263,0.084263,0.066356,23072000
1981-08-25,0.086496,0.087054,0.086496,0.086496,0.068115,40700800
1981-08-26,0.085379,0.085379,0.084821,0.084821,0.066796,33600000
1981-08-27,0.085379,0.085938,0.085379,0.085379,0.067235,25916800
1981-08-28,0.089844,0.090402,0.089844,0.089844,0.070751,38035200
1981-08-31,0.089844,0.090402,0.089844,0.089844,0.070751,40947200
1981-09-01,0.095424,0.095982,0.095424,0.095424,0.075145,37027200
1981-09-02,0.097098,0.097656,0.097098,0.097098,0.076464,19376000
1981-09-03,0.093192,0.093192,0.092076,0.092076,0.072509,37475200
1981-09-04,0.091518,0.091518,0.090960,0.090960,0.071630,15254400
1981-09-08,0.088728,0.088728,0.088170,0.088170,0.069433,25446400
1981-09-09,0.088170,0.088728,0.088170,0.088170,0.069433,30531200
1981-09-10,0.088728,0.089286,0.088728,0.088728,0.069872,34809600
1981-09-11,0.088170,0.088170,0.087612,0.087612,0.068994,17539200
1981-09-14,0.085379,0.085379,0.084821,0.084821,0.066796,27686400
1981-09-15,0.083147,0.083147,0.082589,0.082589,0.065038,19510400
1981-09-16,0.081473,0.081473,0.080915,0.080915,0.063720,19353600
1981-09-17,0.079241,0.079241,0.078683,0.078683,0.061962,19376000
1981-09-18,0.079241,0.079799,0.079241,0.079241,0.062401,26320000
1981-09-21,0.079799,0.080357,0.079799,0.079799,0.062841,49033600
1981-09-22,0.075893,0.075893,0.075335,0.075335,0.059326,47420800
1981-09-23,0.074777,0.074777,0.073661,0.073661,0.058007,28201600
1981-09-24,0.073661,0.073661,0.073103,0.073103,0.057568,18300800
1981-09-25,0.064732,0.064732,0.063616,0.063616,0.050097,34608000
1981-09-28,0.064174,0.064732,0.064174,0.064174,0.050536,91728000
1981-09-29,0.067522,0.068080,0.067522,0.067522,0.053173,94684800
1981-09-30,0.068080,0.068638,0.068080,0.068080,0.053612,49996800
1981-10-01,0.068080,0.068638,0.068080,0.068080,0.053612,61129600
1981-10-02,0.073661,0.074219,0.073661,0.073661,0.058007,45046400
1981-10-05,0.075893,0.077009,0.075893,0.075893,0.059765,43097600
1981-10-06,0.075893,0.075893,0.075335,0.075335,0.059326,28358400
1981-10-07,0.079799,0.080915,0.079799,0.079799,0.062841,38841600
1981-10-08,0.082589,0.083147,0.082589,0.082589,0.065038,31091200
1981-10-09,0.083147,0.084263,0.083147,0.083147,0.065477,54521600
1981-10-12,0.085938,0.086496,0.085938,0.085938,0.067675,27350400
1981-10-13,0.085938,0.087054,0.085938,0.085938,0.067675,44195200
1981-10-14,0.081473,0.081473,0.080915,0.080915,0.063720,30979200
1981-10-15,0.082589,0.083147,0.082589,0.082589,0.065038,29433600
1981-10-16,0.082031,0.082031,0.081473,0.081473,0.064159,36467200
1981-10-19,0.083147,0.083705,0.083147,0.083147,0.065477,20585600
1981-10-20,0.087612,0.088170,0.087612,0.087612,0.068994,35728000
1981-10-21,0.087612,0.088170,0.087612,0.087612,0.068994,76899200
1981-10-22,0.087612,0.087612,0.087054,0.087054,0.068554,32278400
1981-10-23,0.085379,0.085379,0.084821,0.084821,0.066796,27910400
1981-10-26,0.084821,0.085379,0.084821,0.084821,0.066796,27283200
1981-10-27,0.086496,0.087612,0.086496,0.086496,0.068115,85590400
1981-10-28,0.089286,0.089844,0.089286,0.089286,0.070312,44172800
1981-10-29,0.088728,0.088728,0.088170,0.088170,0.069433,30486400
1981-10-30,0.089286,0.089844,0.089286,0.089286,0.070312,52729600
1981-11-02,0.089286,0.089844,0.089286,0.089286,0.070312,36915200
1981-11-03,0.088728,0.088728,0.088170,0.088170,0.069433,28380800
1981-11-04,0.086496,0.086496,0.085938,0.085938,0.067675,23811200
1981-11-05,0.080357,0.080357,0.079799,0.079799,0.062841,23363200
1981-11-06,0.080357,0.080915,0.080357,0.080357,0.063280,24595200
1981-11-09,0.081473,0.082031,0.081473,0.081473,0.064159,20384000
1981-11-10,0.082031,0.082589,0.082031,0.082031,0.064599,16755200
1981-11-11,0.084263,0.084821,0.084263,0.084263,0.066356,27440000
1981-11-12,0.087054,0.087612,0.087054,0.087054,0.068554,39916800
1981-11-13,0.081473,0.081473,0.080915,0.080915,0.063720,21011200
1981-11-16,0.080357,0.080357,0.079799,0.079799,0.062841,22556800
1981-11-17,0.081473,0.082031,0.081473,0.081473,0.064159,35414400
1981-11-18,0.084263,0.084821,0.084263,0.084263,0.066356,29142400
1981-11-19,0.084263,0.084821,0.084263,0.084263,0.066356,40006400
1981-11-20,0.084821,0.085379,0.084821,0.084821,0.066796,38102400
1981-11-23,0.082031,0.082031,0.080915,0.080915,0.063720,22960000
1981-11-24,0.080915,0.080915,0.080357,0.080357,0.063280,22153600
1981-11-25,0.082031,0.082589,0.082031,0.082031,0.064599,52550400
1981-11-27,0.084263,0.084821,0.084263,0.084263,0.066356,37251200
1981-11-30,0.083705,0.083705,0.083147,0.083147,0.065477,23968000
1981-12-01,0.083147,0.083705,0.083147,0.083147,0.065477,23385600
1981-12-02,0.083705,0.084263,0.083705,0.083705,0.065917,37564800
1981-12-03,0.083147,0.083147,0.082589,0.082589,0.065038,20428800
1981-12-04,0.084821,0.085379,0.084821,0.084821,0.066796,137155200
1981-12-07,0.085379,0.085938,0.085379,0.085379,0.067235,59292800
1981-12-08,0.084821,0.084821,0.083705,0.083705,0.065917,50624000
1981-12-09,0.084263,0.084821,0.084263,0.084263,0.066356,34272000
1981-12-10,0.084263,0.084821,0.084263,0.084263,0.066356,37408000
1981-12-11,0.084263,0.084821,0.083705,0.083705,0.065917,76092800
1981-12-14,0.082031,0.082031,0.080915,0.080915,0.063720,25244800
1981-12-15,0.083147,0.083705,0.083147,0.083147,0.065477,31315200
1981-12-16,0.087054,0.087612,0.087054,0.087054,0.068554,65452800
1981-12-17,0.094308,0.094866,0.094308,0.094308,0.074267,51452800
1981-12-18,0.102121,0.102679,0.102121,0.102121,0.080419,71724800
1981-12-21,0.098214,0.098214,0.097656,0.097656,0.076903,56403200
1981-12-22,0.099330,0.099888,0.099330,0.099330,0.078221,53827200
1981-12-23,0.097656,0.097656,0.097098,0.097098,0.076464,28896000
1981-12-24,0.097656,0.098214,0.097656,0.097656,0.076903,28918400
1981-12-28,0.094308,0.094308,0.093192,0.093192,0.073388,36579200
1981-12-29,0.094866,0.095982,0.094866,0.094866,0.074706,24236800
1981-12-30,0.098772,0.099330,0.098772,0.098772,0.077782,32188800
1981-12-31,0.098772,0.099330,0.098772,0.098772,0.077782,54656000
1982-01-04,0.098772,0.098772,0.098214,0.098214,0.077343,71254400
1982-01-05,0.094308,0.094308,0.093192,0.093192,0.073388,35840000
1982-01-06,0.092634,0.092634,0.092076,0.092076,0.072509,66080000
1982-01-07,0.085938,0.085938,0.084821,0.084821,0.066796,70044800
1982-01-08,0.088728,0.089286,0.088728,0.088728,0.069872,56604800
1982-01-11,0.083705,0.083705,0.083147,0.083147,0.065477,33331200
1982-01-12,0.080915,0.080915,0.080357,0.080357,0.063280,59920000
1982-01-13,0.080357,0.080357,0.079799,0.079799,0.062841,41753600
1982-01-14,0.083705,0.084263,0.083705,0.083705,0.065917,25715200
1982-01-15,0.089286,0.090402,0.089286,0.089286,0.070312,46704000
1982-01-18,0.090960,0.092076,0.090960,0.090960,0.071630,28000000
1982-01-19,0.089844,0.089844,0.088728,0.088728,0.069872,55507200
1982-01-20,0.090402,0.090960,0.090402,0.090402,0.071191,25827200
1982-01-21,0.092076,0.092634,0.092076,0.092076,0.072509,33331200
1982-01-22,0.092634,0.093192,0.092634,0.092634,0.072948,24259200
1982-01-25,0.090402,0.090402,0.089844,0.089844,0.070751,44710400
1982-01-26,0.087612,0.087612,0.086496,0.086496,0.068115,21212800
1982-01-27,0.087054,0.088170,0.087054,0.087054,0.068554,31360000
1982-01-28,0.089844,0.090402,0.089844,0.089844,0.070751,39603200
1982-01-29,0.090960,0.091518,0.090960,0.090960,0.071630,53155200
1982-02-01,0.090960,0.090960,0.089844,0.089844,0.070751,38528000
1982-02-02,0.090402,0.091518,0.090402,0.090402,0.071191,54275200
1982-02-03,0.090402,0.090960,0.090402,0.090402,0.071191,31472000
1982-02-04,0.088728,0.088728,0.088170,0.088170,0.069433,22041600
1982-02-05,0.088170,0.088728,0.088170,0.088170,0.069433,40297600
1982-02-08,0.083147,0.083147,0.082589,0.082589,0.065038,31696000
1982-02-09,0.082589,0.083147,0.082589,0.082589,0.065038,57904000
1982-02-10,0.083705,0.084263,0.083705,0.083705,0.065917,38796800
1982-02-11,0.083147,0.083147,0.082589,0.082589,0.065038,24528000
1982-02-12,0.083705,0.084263,0.083705,0.083705,0.065917,19644800
1982-02-16,0.082589,0.082589,0.082031,0.082031,0.064599,34316800
1982-02-17,0.083147,0.083705,0.083147,0.083147,0.065477,25580800
1982-02-18,0.084263,0.084821,0.084263,0.084263,0.066356,28380800
1982-02-19,0.084263,0.084263,0.083705,0.083705,0.065917,13596800
1982-02-22,0.083147,0.083147,0.082589,0.082589,0.065038,26633600
1982-02-23,0.082031,0.082031,0.081473,0.081473,0.064159,34540800
1982-02-24,0.082031,0.082589,0.082031,0.082031,0.064599,37945600
1982-02-25,0.082031,0.082031,0.081473,0.081473,0.064159,30800000
1982-02-26,0.081473,0.082031,0.081473,0.081473,0.064159,17427200
1982-03-01,0.082031,0.082589,0.082031,0.082031,0.064599,35302400
1982-03-02,0.082031,0.082589,0.082031,0.082031,0.064599,34809600
1982-03-03,0.082031,0.082589,0.082031,0.082031,0.064599,23654400
1982-03-04,0.080915,0.080915,0.080357,0.080357,0.063280,38371200
1982-03-05,0.074777,0.074777,0.074219,0.074219,0.058447,45315200
1982-03-08,0.073661,0.073661,0.073103,0.073103,0.057568,35145600
1982-03-09,0.073661,0.074219,0.073661,0.073661,0.058007,52505600
1982-03-10,0.073103,0.073103,0.072545,0.072545,0.057128,86934400
1982-03-11,0.072545,0.073661,0.072545,0.072545,0.057128,22579200
1982-03-12,0.068638,0.068638,0.068080,0.068080,0.053612,46547200
1982-03-15,0.068080,0.068080,0.067522,0.067522,0.053173,51363200
1982-03-16,0.066964,0.066964,0.066406,0.066406,0.052294,47152000
1982-03-17,0.063616,0.063616,0.063058,0.063058,0.049658,50489600
1982-03-18,0.068080,0.068638,0.068080,0.068080,0.053612,56336000
1982-03-19,0.074219,0.074777,0.074219,0.074219,0.058447,65811200
1982-03-22,0.079799,0.080357,0.079799,0.079799,0.062841,69193600
1982-03-23,0.079241,0.079241,0.078683,0.078683,0.061962,55955200
1982-03-24,0.074777,0.074777,0.074219,0.074219,0.058447,51609600
1982-03-25,0.074219,0.074219,0.073661,0.073661,0.058007,84112000
1982-03-26,0.073103,0.073103,0.072545,0.072545,0.057128,50780800
1982-03-29,0.074219,0.074777,0.074219,0.074219,0.058447,67603200
1982-03-30,0.075335,0.075893,0.075335,0.075335,0.059326,77952000
1982-03-31,0.075335,0.075893,0.075335,0.075335,0.059326,50153600
1982-04-01,0.079241,0.079799,0.079241,0.079241,0.062401,59136000
1982-04-02,0.079241,0.079799,0.079241,0.079241,0.062401,84806400
1982-04-05,0.079241,0.079799,0.079241,0.079241,0.062401,86643200
1982-04-06,0.079241,0.079241,0.078683,0.078683,0.061962,71590400
1982-04-07,0.078125,0.078125,0.077567,0.077567,0.061083,29097600
1982-04-08,0.078125,0.078683,0.078125,0.078125,0.061523,23990400
1982-04-12,0.078125,0.078683,0.077567,0.077567,0.061083,44307200
1982-04-13,0.071987,0.071987,0.071429,0.071429,0.056250,85299200
1982-04-14,0.071987,0.072545,0.071987,0.071987,0.056689,113590400
1982-04-15,0.073103,0.073661,0.073103,0.073103,0.057568,164281600
1982-04-16,0.075335,0.075893,0.075335,0.075335,0.059326,104048000
1982-04-19,0.074777,0.074777,0.073661,0.073661,0.058007,41283200
1982-04-20,0.070871,0.070871,0.070313,0.070313,0.055371,80550400
1982-04-21,0.070313,0.070313,0.069754,0.069754,0.054931,73024000
1982-04-22,0.069196,0.069196,0.068638,0.068638,0.054052,52595200
1982-04-23,0.068638,0.069196,0.068638,0.068638,0.054052,48294400
1982-04-26,0.070313,0.070871,0.070313,0.070313,0.055371,57926400
1982-04-27,0.068638,0.068638,0.068080,0.068080,0.053612,70268800
1982-04-28,0.065848,0.065848,0.065290,0.065290,0.051415,99232000
1982-04-29,0.065290,0.065848,0.065290,0.065290,0.051415,82230400
1982-04-30,0.065848,0.066406,0.065848,0.065848,0.051855,277401600
1982-05-03,0.068080,0.068638,0.068080,0.068080,0.053612,82700800
1982-05-04,0.070313,0.070871,0.070313,0.070313,0.055371,73987200
1982-05-05,0.070313,0.070313,0.069196,0.069196,0.054491,53939200
1982-05-06,0.071429,0.071987,0.071429,0.071429,0.056250,75465600
1982-05-07,0.072545,0.073103,0.072545,0.072545,0.057128,84716800
1982-05-10,0.071987,0.071987,0.071429,0.071429,0.056250,31606400
1982-05-11,0.069754,0.069754,0.069196,0.069196,0.054491,103017600
1982-05-12,0.068080,0.068080,0.067522,0.067522,0.053173,71008000
1982-05-13,0.068080,0.068638,0.068080,0.068080,0.053612,54454400
1982-05-14,0.066406,0.066406,0.065290,0.065290,0.051415,95737600
1982-05-17,0.064732,0.064732,0.064174,0.064174,0.050536,76204800
1982-05-18,0.063616,0.063616,0.063058,0.063058,0.049658,122035200
1982-05-19,0.063058,0.063058,0.062500,0.062500,0.049218,75286400
1982-05-20,0.063058,0.063616,0.063058,0.063058,0.049658,27619200
1982-05-21,0.063616,0.064174,0.063616,0.063616,0.050097,38841600
1982-05-24,0.064174,0.064732,0.064174,0.064174,0.050536,31987200
1982-05-25,0.064174,0.064732,0.064174,0.064174,0.050536,51564800
1982-05-26,0.064174,0.064174,0.063616,0.063616,0.050097,43276800
1982-05-27,0.063058,0.063058,0.062500,0.062500,0.049218,31248000
1982-05-28,0.062500,0.063058,0.062500,0.062500,0.049218,19196800
1982-06-01,0.061942,0.061942,0.061384,0.061384,0.048339,47600000
1982-06-02,0.062500,0.063058,0.062500,0.062500,0.049218,32905600
1982-06-03,0.061384,0.061384,0.060268,0.060268,0.047460,39760000
1982-06-04,0.059152,0.059152,0.058594,0.058594,0.046142,37676800
1982-06-07,0.058594,0.059152,0.058594,0.058594,0.046142,37161600
1982-06-08,0.058594,0.058594,0.058036,0.058036,0.045703,31404800
1982-06-09,0.057478,0.057478,0.056920,0.056920,0.044824,33846400
1982-06-10,0.057478,0.058036,0.057478,0.057478,0.045263,34406400
1982-06-11,0.059710,0.060268,0.059710,0.059710,0.047021,54633600
1982-06-14,0.059710,0.060268,0.059710,0.059710,0.047021,29993600
1982-06-15,0.059710,0.060268,0.059710,0.059710,0.047021,35212800
1982-06-16,0.059710,0.060268,0.059710,0.059710,0.047021,41731200
1982-06-17,0.059152,0.059152,0.058594,0.058594,0.046142,29164800
1982-06-18,0.058594,0.058594,0.057478,0.057478,0.045263,19868800
1982-06-21,0.057478,0.058036,0.057478,0.057478,0.045263,28537600
1982-06-22,0.059710,0.060826,0.059710,0.059710,0.047021,17561600
1982-06-23,0.061384,0.062500,0.061384,0.061384,0.048339,52752000
1982-06-24,0.061384,0.061942,0.061384,0.061384,0.048339,44150400
1982-06-25,0.059710,0.059710,0.059152,0.059152,0.046582,26678400
